Название товара,Описание,Характеристики,Цена без скидки,Цена со скидкой,Рейтинг,Отзывы,Заказы,Магазин,Ссылка на магазин,Ссылка на товар
Полуботинки,,Ширина упаковки: 20.7 см; Высота каблука: 3 см; Высота подошвы: 1.5 см; Высота упаковки: 12.3 см; Длина упаковки: 33.8 см; Материал подкладки обуви: синтетическая ткань; Полнота обуви (EUR): G (7); Страна производства: Китай; Материал подошвы обуви: резина; Материал стельки: текстиль; ТНВЭД: 6403993300; Вид застежки: шнуровка,2272.0р,1999.0р,5,49,Более 500,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/34783463/detail.aspx
Кроссовки,,Вес (г): 300 г; Ширина упаковки: 35 см; Высота упаковки: 30 см; Длина упаковки: 45 см; Вид застежки: липучка; Материал подошвы обуви: ТПР; Страна производства: Китай; Полнота обуви (EUR): G (7); Назначение обуви: повседневная; ТНВЭД: 6404110000; Материал подкладки обуви: хлопок; полиэстер; Материал стельки: хлопок; полиэстер,2194.0р,1799.0р,5,60,Более 300,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/8144225/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 18.8 см; Высота каблука: 4 см; Высота подошвы: 2.5 см; Высота упаковки: 18.8 см; Длина упаковки: 18.8 см; Материал стельки: хлопок; Полнота обуви (EUR): F (6); Страна производства: Китай; Материал подкладки обуви: хлопок; Материал подошвы обуви: ЭВА; ТНВЭД: 6403993300,3450.0р,1449.0р,5,1,Более 10,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/110720631/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.8 см; Высота упаковки: 11.3 см; Длина упаковки: 30.5 см; Страна производства: Китай; ТНВЭД: 6403993300; Материал стельки: текстиль; Полнота обуви (EUR): G (7); Материал подкладки обуви: текстиль; Материал подошвы обуви: ЭВА (этиленвинилацетат); ТПР,2758.0р,1434.0р,5,13,Более 100,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13303623/detail.aspx
Слипоны,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 20 см; Высота подошвы: 1.7 см; Высота упаковки: 11 см; Длина упаковки: 31 см; Страна производства: Китай; ТНВЭД: 6403993800; Материал подкладки обуви: ткань; Материал подошвы обуви: ЭВА; Материал стельки: ткань; Полнота обуви (EUR): G (7),2856.0р,1228.0р,5,162,Более 20,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/61180914/detail.aspx
Велосипед двухколесный,"Велосипед детский; катафот спереди и сзади. Звонок на руле. Два дополнительных колеса сзади. Тормоза клещевые. Минимальная высота седла - 58 см, Мксимальная высота седла - 67.","Количество скоростей велосипеда: 1 шт.; Вес без упаковки (кг): 9.7 кг; Нагрузка максимальная: 40 кг; Ширина упаковки: 93 см; Высота упаковки: 18 см; Длина упаковки: 47 см; Материал рамы седла: сталь; Стиль катания: детский; Материал бортировочного шнура: сталь,; Материал обода: сталь; Возрастная группа: 5+; Страна производства: Китай; Конструкция вилки: жесткая; Доп. опции велосипеда/самоката: Подножка",11762.0р,4940.0р,4,1,Более 5,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/67930365/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 20.7 см; Высота каблука: 3.7 см; Высота подошвы: 2 см; Высота упаковки: 12.3 см; Длина упаковки: 33.8 см; Страна производства: Китай; Материал подошвы обуви: ТПР; Материал стельки: ткань; Материал подкладки обуви: ткань; Полнота обуви (EUR): G (7); Вид застежки: шнуровка; ТНВЭД: 6403993300,3058.0р,1712.0р,0,0,Более 5,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/61235462/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 23 см; Высота каблука: 4.7 см; Высота подошвы: 2.8 см; Высота упаковки: 10 см; Длина упаковки: 30 см; ТНВЭД: 6403993300; Материал подкладки обуви: флис; Материал стельки: флис; Вид застежки: шнуровка; Материал подошвы обуви: филон; Полнота обуви (EUR): G (7); Страна производства: Китай,2343.0р,1499.0р,5,18,Более 200,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13303716/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 24 см; Высота каблука: 3 см; Высота подошвы: 1.8 см; Высота упаковки: 13 см; Длина упаковки: 33 см; Материал подкладки обуви: текстиль; ТНВЭД: 6403993300; Материал стельки: текстиль; Материал подошвы обуви: ТПР; Страна производства: Китай; Вид застежки: шнуровка; Полнота обуви (EUR): G (7),2897.0р,1477.0р,4,46,Более 100,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13303630/detail.aspx
Кеды,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.9 см; Высота подошвы: 2 см; Высота упаковки: 19.9 см; Длина упаковки: 19.9 см; Материал стельки: ткань; Вид застежки: шнуровка; Страна производства: Китай; Материал подкладки обуви: ткань; Материал подошвы обуви: ТПР; Полнота обуви (EUR): G (7); ТНВЭД: 6403190000,4604.0р,1381.0р,5,6,Более 40,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/87420387/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19 см; Высота упаковки: 9.5 см; Длина упаковки: 26 см; Материал подкладки обуви: хлопок; Материал подошвы обуви: ЭВА (этиленвинилацетат); Страна производства: Китай; ТНВЭД: 6403993300; Материал стельки: хлопок; Полнота обуви (EUR): F (6),2550.0р,1275.0р,4,4,Более 50,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/34774793/detail.aspx
Кроссовки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 21 см; Высота упаковки: 12 см; Длина упаковки: 31 см; ТНВЭД: 6404110000; Вид застежки: липучка; Материал подкладки обуви: хлопок; Полнота обуви (EUR): F (6); Материал стельки: хлопок; Страна производства: Китай; Материал подошвы обуви: ЭВА (этиленвинилацетат),2355.0р,1248.0р,4,11,Более 100,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/34768263/detail.aspx
Кроссовки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 20 см; Высота упаковки: 11.5 см; Длина упаковки: 30.5 см; Материал подкладки обуви: ткань; Материал стельки: ткань; Страна производства: Китай; ТНВЭД: 6404110000; Полнота обуви (EUR): G (7); Вид застежки: шнуровка; Материал подошвы обуви: ЭВА,2682.0р,2199.0р,5,274,Более 1700,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/54778006/detail.aspx
Кроссовки женские,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас:1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения.2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства.3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку.С уважением, Ваш kari.",Ширина упаковки: 20 см; Высота упаковки: 11.5 см; Длина упаковки: 30.5 см; Вид застежки: шнуровка; Материал подошвы обуви: филон; Материал стельки: текстиль; Полнота обуви (EUR): G (7); Материал подкладки обуви: текстиль; Страна производства: Китай; ТНВЭД: 6404110000,2158.0р,1899.0р,5,63,Более 100,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/17539111/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 21 см; Высота каблука: 4.2 см; Высота подошвы: 1.9 см; Высота упаковки: 11 см; Длина упаковки: 27 см; Материал подкладки обуви: хлопок; Материал подошвы обуви: ЭВА; ТПР; Материал стельки: хлопок; Полнота обуви (EUR): F (6); Страна производства: Китай; ТНВЭД: 6403993300,3589.0р,1543.0р,5,1,Более 10,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/110725288/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19 см; Высота каблука: 3.1 см; Высота подошвы: 1.7 см; Высота упаковки: 9.5 см; Длина упаковки: 26 см; Материал стельки: хлопок; Страна производства: Китай; Материал подкладки обуви: хлопок; Материал подошвы обуви: филон; ТНВЭД: 6403993300; Вид застежки: липучка; Полнота обуви (EUR): F (6),2378.0р,1284.0р,4,5,Более 70,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13313572/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.8 см; Высота каблука: 4.2 см; Высота подошвы: 2.7 см; Высота упаковки: 11.3 см; Длина упаковки: 30.5 см; Материал стельки: текстиль; Полнота обуви (EUR): G (7); ТНВЭД: 6403993300; Материал подошвы обуви: филон; Страна производства: Китай; Вид застежки: шнуровка; Материал подкладки обуви: текстиль,2284.0р,1233.0р,4,87,Более 300,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13303627/detail.aspx
Кроссовки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.8 см; Высота упаковки: 11.3 см; Длина упаковки: 30.5 см; Назначение обуви: повседневная; Материал стельки: текстиль; Материал подошвы обуви: филон; Полнота обуви (EUR): G (7); Страна производства: Китай; ТНВЭД: 6404110000; Вид застежки: шнуровка; Материал подкладки обуви: текстиль,2055.0р,1048.0р,5,330,Более 800,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/10336161/detail.aspx
Кеды,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 17 см; Высота подошвы: 2 см; Высота упаковки: 10 см; Длина упаковки: 26.5 см; Материал подкладки обуви: хлопок; Страна производства: Китай; ТНВЭД: 6403190000; Вид застежки: шнуровка; Материал стельки: хлопок; Полнота обуви (EUR): F (6); Материал подошвы обуви: ТПР,3017.0р,905.0р,4,8,Более 70,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/59722201/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 20.7 см; Высота упаковки: 12.3 см; Длина упаковки: 33.8 см; ТНВЭД: 6403993300; Материал подошвы обуви: филон; Материал стельки: текстиль; Страна производства: Китай,2045.0р,1799.0р,4,10,Более 200,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13318302/detail.aspx
Кроссовки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 20 см; Высота упаковки: 11.5 см; Длина упаковки: 30.5 см; Вид застежки: шнуровка; Материал подкладки обуви: синтетическая ткань; Полнота обуви (EUR): G (7); Материал подошвы обуви: ЭВА (этиленвинилацетат); ТНВЭД: 6404110000; Страна производства: Китай; Материал стельки: текстиль,2823.0р,1750.0р,4,21,Более 200,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/34370889/detail.aspx
Кроссовки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.2 см; Высота упаковки: 10 см; Длина упаковки: 27 см; Материал стельки: хлопок; Полнота обуви (EUR): F (6); Страна производства: Китай; ТНВЭД: 6404110000; Материал подошвы обуви: ТПР; ЭВА; Материал подкладки обуви: хлопок,2585.0р,1499.0р,5,34,Более 200,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/59759228/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас:1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения.2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства.3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку.С уважением, Ваш kari.",Ширина упаковки: 28.5 см; Высота каблука: 4.5 см; Высота подошвы: 2.2 см; Высота упаковки: 11 см; Длина упаковки: 32.5 см; Материал стельки: текстиль; Вид застежки: шнуровка; Страна производства: Китай; ТНВЭД: 6403993300; Материал подошвы обуви: филон,2939.0р,1440.0р,4,40,Более 400,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/13303686/detail.aspx
Полуботинки,,Ширина упаковки: 19.7 см; Высота упаковки: 10.5 см; Длина упаковки: 28 см; Страна производства: Китай; ТНВЭД: 6403993300; Материал подошвы обуви: ЭВА (этиленвинилацетат); ТПР; Материал подкладки обуви: хлопок; Материал стельки: хлопок; Полнота обуви (EUR): F (6),2742.0р,1398.0р,5,1,Более 50,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/36338416/detail.aspx
Полуботинки,,Ширина упаковки: 18.8 см; Высота упаковки: 18.8 см; Длина упаковки: 18.8 см; Материал подошвы обуви: ЭВА (этиленвинилацетат); Материал стельки: хлопок; Полнота обуви (EUR): F (6); Материал подкладки обуви: хлопок; Страна производства: Китай; ТНВЭД: 6403993300,3135.0р,1191.0р,5,5,Более 90,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/34285186/detail.aspx
Полуботинки,"Не спешите писать негативный отзыв при следующих ситуациях, независящих от нас: 1. Доставка задержалась или качество обслуживания в пункте выдачи не оправдало Ваших ожиданий. В данном случае напишите в техподдержку для оперативного решения. 2. Товар пришел поврежденным. Вы вправе отказаться от покупки и/или оформить возврат по браку. Товар спишут и утилизируют за наши средства, несмотря на вину доставщика/курьера, а Вам вернут денежные средства. 3. Пришел абсолютно другой товар. Пересортица товаров может происходить на складе. К сожалению, мы никак не можем повлиять на работу отдельных сотрудников марткеплейса, как бы этого не хотели. В данном случае необходимо оформить возврат, написать в техподдержку. С уважением, Ваш kari.",Ширина упаковки: 19.8 см; Высота каблука: 3.3 см; Высота подошвы: 1.7 см; Высота упаковки: 11.3 см; Длина упаковки: 30.5 см; Материал подошвы обуви: ЭВА; Материал стельки: ткань; Полнота обуви (EUR): G (7); ТНВЭД: 6403993300; Материал подкладки обуви: ткань; Страна производства: Китай,2756.0р,1185.0р,5,8,Более 40,КАРИ,https://www.wildberries.ru/seller/8475,https://www.wildberries.ru/catalog/59889107/detail.aspx
